;ENERGYSTARScore;LargestPropertyUseType;TotalGHGEmissions;SiteEnergyUse(kBtu);NumberofFloors;NumberofBuildings;PrimaryPropertyType;Longitude;Latitude;BuildingType;DataYear;CouncilDistrictCode;Neighborhood;YearBuilt;PropertyGFATotal;SiteEnergyUse(kBtu)_trans;TotalGHGEmissions_trans
4052;47.2;Office;19.04;1921801.25;3.0;1.0;Small- and Mid-Sized Office;-122.3034;47.58579;NonResidential;2016;2;SOUTHEAST;2009;38075;0.006226832398446032;-0.3211930351903198
4053;77.0;Multifamily Housing;46.75;3944933.5;7.0;1.0;Mid-Rise Multifamily;-122.29978;47.58421;Multifamily MR (5-9);2016;3;SOUTHEAST;1969;139530;0.6300492387034295;0.28890773889738663
4054;81.0;Office;63.06;2130673.75;2.0;1.0;Small- and Mid-Sized Office;-122.29956999999999;47.5859;NonResidential;2016;3;SOUTHEAST;1970;39170;0.1008094591919712;0.4843847322312647
4055;68.8;Other - Recreation;10.05;1441665.375;1.0;0.0;Other;-122.29765;47.584759999999996;Nonresidential COS;2016;3;SOUTHEAST;1977;36070;-0.2668451597452093;-0.777386993867948
4056;81.6;Multifamily Housing;40.51;1237655.25;5.0;1.0;Mid-Rise Multifamily;-122.35377;47.61911;Multifamily MR (5-9);2016;7;MAGNOLIA / QUEEN ANNE;2002;34542;-0.41768695589069504;0.1939754836728533
4057;83.8;Other - Services;0.82;117438.3984;2.0;1.0;Other;-122.29234;47.569790000000005;NonResidential;2016;2;SOUTHEAST;1963;20047;-3.3639857889755573;-2.7612522403858795
4058;62.0;Multifamily Housing;8.1;1162007.625;3.0;1.0;Low-Rise Multifamily;-122.29546;47.570859999999996;Multifamily LR (1-4);2016;2;SOUTHEAST;1968;37080;-0.4812698989650722;-0.9357222169961634
4059;47.0;Multifamily Housing;5.51;791035.5;3.0;0.0;Low-Rise Multifamily;-122.29643;47.56791;Multifamily LR (1-4);2016;2;SOUTHEAST;2002;22108;-0.8851365011526448;-1.2241271887593488
4060;75.0;Retail Store;3.89;557863.6875;1.0;1.0;Retail Store;-122.3336;47.57403;NonResidential;2016;2;GREATER DUWAMISH;1914;20000;-1.2771693383451423;-1.491017082597969
4061;91.0;Non-Refrigerated Warehouse;1.73;248616.0;2.0;1.0;Warehouse;-122.32541;47.5741;NonResidential;2016;2;GREATER DUWAMISH;1955;32400;-2.2857869116517646;-2.136072093972738
4062;85.0;Multifamily Housing;11.28;1618535.75;4.0;1.0;Mixed Use Property;-122.35723999999999;47.63734;Multifamily LR (1-4);2016;7;MAGNOLIA / QUEEN ANNE;2008;84147;-0.15519765514230188;-0.6935457464035572
4063;38.0;Supermarket/Grocery Store;247.85;8905287.0;1.0;1.0;Supermarket / Grocery Store;-122.35606000000001;47.63776;NonResidential;2016;7;MAGNOLIA / QUEEN ANNE;1962;25159;1.2445819365223505;1.3314807671581386
4064;89.0;Multifamily Housing;37.2;2531163.0;4.0;1.0;Mixed Use Property;-122.35734;47.63678;Multifamily LR (1-4);2016;7;MAGNOLIA / QUEEN ANNE;2007;83175;0.25480708068976077;0.13707159113541864
4065;37.6;Other - Recreation;83.1;2332996.5;1.0;1.0;Other;-122.35922;47.63629;Nonresidential COS;2016;7;MAGNOLIA / QUEEN ANNE;1948;27247;0.18251716435408932;0.6612931821086115
4066;96.0;Multifamily Housing;93.83;2128963.5;5.0;1.0;Mid-Rise Multifamily;-122.31218999999999;47.671409999999995;Multifamily MR (5-9);2016;4;NORTHEAST;1928;58735;0.10008015908508112;0.7381444326471752
4067;48.0;Multifamily Housing;6.9;990361.5;3.0;2.0;Low-Rise Multifamily;-122.31095;47.61991;Multifamily LR (1-4);2016;3;EAST;2015;29848;-0.6457075132005762;-1.0548649522993352
4068;82.0;Multifamily Housing;74.33;1639849.25;3.0;1.0;Low-Rise Multifamily;-122.31036999999999;47.6199;Multifamily LR (1-4);2016;3;EAST;1928;34455;-0.14272303340909018;0.5901766111918364
4069;83.0;Multifamily Housing;5.29;759405.6875;4.0;1.0;Low-Rise Multifamily;-122.32285;47.61807;Multifamily LR (1-4);2016;3;EAST;1990;28038;-0.9296715527662646;-1.255051358376462
4070;81.0;Multifamily Housing;4.15;595978.0;3.0;1.0;Low-Rise Multifamily;-122.32292;47.62121;Multifamily LR (1-4);2016;3;EAST;1924;24939;-1.2010585994318905;-1.440961651181223
4071;92.0;Distribution Center;1.7;243518.2031;1.0;1.0;Distribution Center;-122.3409;47.564890000000005;NonResidential;2016;2;GREATER DUWAMISH;1955;26680;-2.3136397980852506;-2.150376308556706
4072;6.0;Non-Refrigerated Warehouse;61.71;1788148.0;1.0;1.0;Warehouse;-122.35335;47.56447;NonResidential;2016;1;DELRIDGE;1953;31521;-0.06091260584792808;0.47037685091731557
4073;59.6;Non-Refrigerated Warehouse;46.64;1257033.5;1.0;1.0;Warehouse;-122.33478999999998;47.56982;NonResidential;2016;2;GREATER DUWAMISH;1951;24000;-0.4021360957902307;0.287353908081873
4074;68.6;Self-Storage Facility;65.65;1333637.625;1.0;1.0;Self-Storage Facility;-122.34181000000001;47.56487;NonResidential;2016;2;GREATER DUWAMISH;1952;21900;-0.3433237545227464;0.5103865776637594
4075;69.8;Non-Refrigerated Warehouse;10.75;752093.625;1.0;1.0;Warehouse;-122.33617;47.56897;NonResidential;2016;2;GREATER DUWAMISH;1961;38005;-0.9402793908310271;-0.7284159890722337
4076;72.0;Distribution Center;39.05;1096646.25;1.0;1.0;Distribution Center;-122.33622;47.5678;NonResidential;2016;2;GREATER DUWAMISH;1998;35579;-0.5402787839471626;0.1695102645728416
4077;98.0;Multifamily Housing;4.78;685888.1875;5.0;1.0;Mid-Rise Multifamily;-122.34445;47.65331;Multifamily MR (5-9);2016;4;LAKE UNION;2008;40505;-1.0422469543268325;-1.3323477062509717
4078;77.0;Distribution Center;1.67;238969.7031;1.0;1.0;Distribution Center;-122.32672;47.57382;NonResidential;2016;2;GREATER DUWAMISH;1975;49950;-2.339079492844915;-2.1649519290148564
4079;33.0;Multifamily Housing;50.31;3960898.75;4.0;0.0;Low-Rise Multifamily;-122.28039;47.64202;Multifamily LR (1-4);2016;3;EAST;1967;118154;0.6333274767181809;0.33719656620503036
4080;58.0;Multifamily Housing;94.98;2845068.0;5.0;1.0;Mid-Rise Multifamily;-122.3359;47.6172;Multifamily MR (5-9);2016;7;DOWNTOWN;2004;62665;0.35662003961629307;0.7458199867394497
4081;79.0;Multifamily Housing;5.28;757167.3125;4.0;1.0;Low-Rise Multifamily;-122.31398999999999;47.61736;Multifamily LR (1-4);2016;3;EAST;1987;34924;-0.9329059698723334;-1.2564893823486036
4082;87.0;Worship Facility;31.6;731321.8125;2.0;1.0;Worship Facility;-122.4032;47.63927;NonResidential;2016;7;MAGNOLIA / QUEEN ANNE;1947;22612;-0.9710913258082975;0.027272600767666542
4083;75.0;Multifamily Housing;4.83;693045.0;4.0;1.0;Low-Rise Multifamily;-122.31381;47.58025;Multifamily LR (1-4);2016;2;GREATER DUWAMISH;2003;27076;-1.0306747374424117;-1.324390129271115
4084;77.0;Multifamily Housing;15.35;1518548.75;6.0;1.0;Mid-Rise Multifamily;-122.35713;47.61934;Multifamily MR (5-9);2016;7;MAGNOLIA / QUEEN ANNE;1999;48150;-0.21642821048091698;-0.47288425860334177
4085;58.0;Multifamily Housing;71.99;2294737.25;5.0;2.0;Mid-Rise Multifamily;-122.34236000000001;47.639720000000004;Multifamily MR (5-9);2016;7;MAGNOLIA / QUEEN ANNE;1991;59227;0.16772408244851475;0.5696846421869043
4086;46.0;Automobile Dealership;67.52;3204685.5;2.0;1.0;Other;-122.29314;47.72599;NonResidential;2016;5;NORTH;1976;38787;0.45807979826421047;0.5284898387967458
4087;76.6;Self-Storage Facility;28.58;753275.1875;2.0;2.0;Self-Storage Facility;-122.29378;47.72356;NonResidential;2016;5;NORTH;1988;50368;-0.9385570256772487;-0.040910617476605994
4088;12.0;Non-Refrigerated Warehouse;61.53;1577040.875;1.0;1.0;Warehouse;-122.33605;47.553020000000004;NonResidential;2016;2;GREATER DUWAMISH;1938;30545;-0.18005071679299708;0.4684845080772658
4089;42.0;Multifamily Housing;88.89;1866460.25;3.0;1.0;Low-Rise Multifamily;-122.31336999999999;47.61359;Multifamily LR (1-4);2016;3;CENTRAL;1907;25248;-0.020882701610844847;0.7039925893766582
4090;93.0;Multifamily Housing;10.89;770736.125;3.0;1.0;Low-Rise Multifamily;-122.31313999999999;47.6148;Multifamily LR (1-4);2016;3;EAST;1910;28380;-0.9134703099750747;-0.7190299295502396
4091;38.0;Multifamily Housing;82.87;1750099.75;3.0;1.0;Low-Rise Multifamily;-122.31315;47.61577;Multifamily LR (1-4);2016;3;EAST;1907;24783;-0.08111634503274608;0.6595321360363785
4092;53.0;Multifamily Housing;32.33;1349970.5;5.0;1.0;Mid-Rise Multifamily;-122.35771000000001;47.62942;Multifamily MR (5-9);2016;7;MAGNOLIA / QUEEN ANNE;1926;40572;-0.3313001650930676;0.042712810715265434
4093;86.0;Multifamily Housing;33.92;1116475.125;3.0;1.0;Low-Rise Multifamily;-122.35706;47.62982;Multifamily LR (1-4);2016;7;MAGNOLIA / QUEEN ANNE;1948;26044;-0.5219470018470689;0.07509532452501817
4094;50.0;Multifamily Housing;35.26;1764767.25;8.0;1.0;Mid-Rise Multifamily;-122.35625;47.63019;Multifamily MR (5-9);2016;7;MAGNOLIA / QUEEN ANNE;1970;36926;-0.07326692745122028;0.10115502529221618
4095;86.0;Multifamily Housing;199.79;4633186.0;6.0;1.0;Mid-Rise Multifamily;-122.35708000000001;47.63107;Multifamily MR (5-9);2016;7;MAGNOLIA / QUEEN ANNE;1950;91703;0.758735107474267;1.2030256254359424
4096;79.0;Multifamily Housing;92.58;1993766.375;3.0;1.0;Low-Rise Multifamily;-122.3566;47.63087;Multifamily LR (1-4);2016;7;MAGNOLIA / QUEEN ANNE;1928;35070;0.04013129807260637;0.729686967412306
4097;79.0;Multifamily Housing;47.7;1106701.0;3.0;1.0;Low-Rise Multifamily;-122.35763999999999;47.63066;Multifamily LR (1-4);2016;7;MAGNOLIA / QUEEN ANNE;1928;21376;-0.5309346638535474;0.30216733254846645
4098;19.0;Multifamily Housing;90.31;1913558.375;3.0;1.0;Low-Rise Multifamily;-122.35763999999999;47.63106;Multifamily LR (1-4);2016;7;MAGNOLIA / QUEEN ANNE;1928;28940;0.0022478366540771354;0.7140125629120745
4099;99.0;K-12 School;29.82;971990.3125;3.0;1.0;K-12 School;-122.35813999999999;47.63111;NonResidential;2016;7;MAGNOLIA / QUEEN ANNE;1922;32691;-0.6652853610472987;-0.01202711051416551
4100;90.0;Multifamily Housing;7.91;1134195.5;6.0;1.0;Mid-Rise Multifamily;-122.35967;47.631609999999995;Multifamily MR (5-9);2016;7;MAGNOLIA / QUEEN ANNE;1977;40758;-0.5058871490216393;-0.9532812385523637
4101;55.0;Worship Facility;47.59;1086678.125;2.0;1.0;Worship Facility;-122.35838999999999;47.63159;NonResidential;2016;7;MAGNOLIA / QUEEN ANNE;1963;24227;-0.5496428785716971;0.3006464769326069
4102;92.0;Multifamily Housing;19.76;739869.6875;4.0;1.0;Low-Rise Multifamily;-122.35751;47.63208;Multifamily LR (1-4);2016;7;MAGNOLIA / QUEEN ANNE;1910;24540;-0.9582881092612491;-0.2952708036166995
4103;18.0;Multifamily Housing;101.96;2248134.5;3.0;1.0;Low-Rise Multifamily;-122.35633;47.63205;Multifamily LR (1-4);2016;7;MAGNOLIA / QUEEN ANNE;1930;37944;0.14930621944347247;0.7903817106832319
4104;99.0;Office;28.44;623107.6875;4.0;1.0;Small- and Mid-Sized Office;-122.36532;47.63217;Multifamily LR (1-4);2016;7;MAGNOLIA / QUEEN ANNE;1917;28546;-1.1503055407473646;-0.04425523473248997
4105;42.0;Multifamily Housing;127.74;3704086.5;8.0;1.0;Mid-Rise Multifamily;-122.35491;47.62835;Multifamily MR (5-9);2016;7;MAGNOLIA / QUEEN ANNE;1970;73736;0.5786047977781025;0.9306738112720693
4106;7.0;Multifamily Housing;551.53;14619984.0;33.0;1.0;High-Rise Multifamily;-122.34456000000002;47.61222;Multifamily HR (10+);2016;7;DOWNTOWN;1981;190610;1.576569699526557;1.7927107267856002
4107;54.0;Multifamily Housing;9.67;1386983.375;5.0;1.0;Mid-Rise Multifamily;-122.3557;47.69397;Multifamily MR (5-9);2016;6;NORTHWEST;1989;50028;-0.30467761356475487;-0.8055167205680701
4108;61.0;Distribution Center;18.85;651293.3125;1.0;1.0;Distribution Center;-122.30785;47.54365;NonResidential;2016;2;GREATER DUWAMISH;1956;27000;-1.1002710083213523;-0.3282079116066949
4109;16.0;Multifamily Housing;8.64;1239315.375;4.0;1.0;Low-Rise Multifamily;-122.34728999999999;47.62746;Multifamily LR (1-4);2016;7;MAGNOLIA / QUEEN ANNE;1992;42093;-0.416343487269076;-0.8881163506707666
4110;63.0;Multifamily Housing;61.46;8815732.0;33.0;1.0;High-Rise Multifamily;-122.33576000000001;47.6161;Multifamily HR (10+);2016;7;DOWNTOWN;2006;299755;1.2374973538682315;0.46774700420915727
4111;59.0;Multifamily Housing;6.08;872326.375;3.0;1.0;Low-Rise Multifamily;-122.26408;47.68173;Multifamily LR (1-4);2016;4;NORTHEAST;1985;30542;-0.7797134004445949;-1.1497540302379654
4112;15.0;Multifamily Housing;6.94;995798.8125;4.0;1.0;Low-Rise Multifamily;-122.34795;47.72298;Multifamily LR (1-4);2016;5;NORTHWEST;1989;34368;-0.6399952548960102;-1.0505482298870086
4113;66.0;Multifamily Housing;11.54;1655800.75;4.0;1.0;Low-Rise Multifamily;-122.36023;47.62525;Multifamily LR (1-4);2016;7;MAGNOLIA / QUEEN ANNE;1982;59670;-0.13351144884619817;-0.6770722862911049
4114;80.0;Multifamily Housing;115.56;4533874.5;13.0;1.0;High-Rise Multifamily;-122.32524;47.610279999999996;Multifamily HR (10+);2016;3;EAST;1950;108228;0.7416144282370056;0.8685618809364332
4115;100.0;Multifamily Housing;20.73;509485.6875;5.0;1.0;Mid-Rise Multifamily;-122.32238000000001;47.62185;Multifamily MR (5-9);2016;3;EAST;1928;20639;-1.3831374055272296;-0.26189527928909767
4116;55.0;Multifamily Housing;6.52;935396.6875;4.0;1.0;Low-Rise Multifamily;-122.31338000000001;47.64127;Multifamily LR (1-4);2016;3;NORTHEAST;1966;31682;-0.7056188435420719;-1.0972544180505641
4117;62.2;Multifamily Housing;8.7;1076644.75;3.0;1.0;Low-Rise Multifamily;-122.3502;47.690940000000005;Multifamily LR (1-4);2016;6;NORTHWEST;1997;31017;-0.5591713395843974;-0.8830234405738964
4118;99.0;Office;2.52;361542.0938;2.0;1.0;Small- and Mid-Sized Office;-122.32618000000001;47.64243;NonResidential;2016;4;LAKE UNION;1957;21183;-1.800017391981553;-1.8324068816662942
4119;91.0;Office;6.18;755618.1875;3.0;1.0;Small- and Mid-Sized Office;-122.32627;47.64428;NonResidential;2016;4;LAKE UNION;1961;29392;-0.9351510546643609;-1.137474765144233
4120;67.0;Multifamily Housing;17.26;1241023.75;4.0;1.0;Low-Rise Multifamily;-122.32637;47.64533;Multifamily LR (1-4);2016;4;LAKE UNION;1996;54721;-0.4149631904577981;-0.39004149802156257
4121;62.0;Office;32.8;4704936.5;5.0;1.0;Large Office;-122.3252;47.6465;NonResidential;2016;4;LAKE UNION;1985;137738;0.770836820339463;0.05245853631204584
4122;84.0;Multifamily Housing;81.82;3568237.0;6.0;1.0;Mid-Rise Multifamily;-122.32515;47.64711;Multifamily MR (5-9);2016;4;LAKE UNION;2008;165325;0.5478116799302195;0.6514258979752966
4123;77.0;Multifamily Housing;10.44;1497863.375;6.0;1.0;Mid-Rise Multifamily;-122.32456;47.64676;Multifamily MR (5-9);2016;4;LAKE UNION;1958;56144;-0.22969111214280089;-0.7496711366417552
4124;77.0;Multifamily Housing;51.91;1427974.625;4.0;1.0;Low-Rise Multifamily;-122.32366999999999;47.64626;Multifamily LR (1-4);2016;4;LAKE UNION;1928;37885;-0.2761561945581791;0.35772628319773087
4125;52.0;Multifamily Housing;4.27;612158.1875;3.0;1.0;Low-Rise Multifamily;-122.32168999999999;47.64816;Multifamily LR (1-4);2016;3;NORTHEAST;1926;24367;-1.170469096137788;-1.418974717207512
4126;76.0;Multifamily Housing;23.59;838394.8125;3.0;2.0;Low-Rise Multifamily;-122.32343;47.64735;Multifamily LR (1-4);2016;4;LAKE UNION;1914;24330;-0.8222455042791449;-0.17240193496353315
4127;55.2;Multifamily Housing;8.97;1287040.625;3.0;1.0;Low-Rise Multifamily;-122.32146999999999;47.65084;Multifamily LR (1-4);2016;3;NORTHEAST;1997;45580;-0.37860628505192206;-0.8605590867225367
4128;63.6;Multifamily Housing;8.2;1176032.125;6.0;1.0;Mid-Rise Multifamily;-122.32158999999999;47.65058;Multifamily MR (5-9);2016;3;NORTHEAST;2008;35746;-0.46911908248996237;-0.9266559804964762
4129;49.0;Residence Hall/Dormitory;39.5;1361427.75;3.0;1.0;Residence Hall;-122.34423999999999;47.65014;NonResidential;2016;4;LAKE UNION;1988;21118;-0.3229679397981613;0.17715336851661073
4130;98.0;Office;72.26;4489661.0;5.0;1.0;Large Office;-122.34253999999999;47.64868;NonResidential;2016;4;LAKE UNION;2013;206126;0.7338491371803444;0.5720850314900021
4131;48.0;Office;11.27;1326178.125;2.0;1.0;Small- and Mid-Sized Office;-122.34508999999998;47.64866;NonResidential;2016;4;LAKE UNION;1900;20500;-0.3488731561874985;-0.6941873932558043
4132;1.0;Multifamily Housing;534.88;18353916.0;23.0;1.0;High-Rise Multifamily;-122.34286999999999;47.61208;Multifamily HR (10+);2016;7;DOWNTOWN;2004;248225;1.7191641434062501;1.775473368258231
4133;78.0;Multifamily Housing;6.7;961491.3125;4.0;1.0;Low-Rise Multifamily;-122.37208000000001;47.6958;Multifamily LR (1-4);2016;6;BALLARD;1978;35512;-0.6766713661876305;-1.076856126939467
4134;3.0;Senior Care Community;480.9;12148720.0;2.0;1.0;Senior Care Community;-122.36725;47.69875;NonResidential;2016;6;BALLARD;1966;34636;1.4560543853293215;1.7153844247622172
4135;82.0;Worship Facility;15.47;605186.3125;2.0;1.0;Worship Facility;-122.29283999999998;47.67485;NonResidential;2016;4;NORTHEAST;1930;25521;-1.1835312333041212;-0.46736386034762417
4136;79.0;K-12 School;68.14;1705515.25;1.0;1.0;K-12 School;-122.29283999999998;47.67485;NonResidential;2016;4;NORTHEAST;1986;23190;-0.10546182829017177;0.5343743480896785
4137;57.0;Multifamily Housing;29.97;1366000.125;4.0;1.0;Low-Rise Multifamily;-122.38655;47.56584;Multifamily LR (1-4);2016;1;SOUTHWEST;2008;40326;-0.31966580751262275;-0.008620137314889528
4138;88.0;Multifamily Housing;16.99;1000804.625;6.0;1.0;Mid-Rise Multifamily;-122.38786;47.671209999999995;Multifamily MR (5-9);2016;6;BALLARD;2012;31248;-0.6347688085930869;-0.40114225087498667
4139;76.0;Multifamily Housing;100.02;4141785.5;3.0;4.0;Mixed Use Property;-122.32366999999999;47.6616;Multifamily LR (1-4);2016;4;LAKE UNION;1966;126153;0.669413694096525;0.778330384682237
4140;98.0;Office;32.63;770333.0;1.0;1.0;Small- and Mid-Sized Office;-122.35673999999999;47.68602;NonResidential;2016;6;NORTHWEST;1960;20678;-0.9140418927155547;0.04895075587099864
4141;43.0;K-12 School;106.45;2595783.5;3.0;1.0;K-12 School;-122.35707;47.68642;NonResidential;2016;6;NORTHWEST;1922;28820;0.2769448484686555;0.8173618043584897
4142;78.0;Multifamily Housing;51.13;1713051.875;4.0;1.0;Low-Rise Multifamily;-122.34693999999999;47.65598;Multifamily LR (1-4);2016;4;LAKE UNION;2002;41316;-0.10129396756676029;0.34780353239082706
4143;79.0;Multifamily Housing;3.95;565952.0;4.0;1.0;Low-Rise Multifamily;-122.38461000000001;47.58318;Multifamily LR (1-4);2016;1;SOUTHWEST;1985;21600;-1.2605139853817275;-1.4791560293009471
4144;69.0;Worship Facility;68.97;1829981.375;2.0;1.0;Worship Facility;-122.26276999999999;47.51042;NonResidential;2016;2;SOUTHEAST;1954;27876;-0.039277178630243506;0.5421633461942009
4145;94.0;K-12 School;29.41;1298307.625;1.0;1.0;K-12 School;-122.34897;47.63796;SPS-District K-12;2016;7;MAGNOLIA / QUEEN ANNE;1925;48789;-0.36993825358863996;-0.021433447069965424
4146;1.0;Multifamily Housing;16.33;2342494.25;6.0;1.0;Mid-Rise Multifamily;-122.33758999999999;47.605709999999995;Multifamily MR (5-9);2016;7;DOWNTOWN;1902;35844;0.18614511878444087;-0.4290881569634465
4147;51.0;Senior Care Community;235.26;6782435.0;2.0;1.0;Senior Care Community;-122.27875;47.55387;NonResidential;2016;2;SOUTHEAST;1966;48882;1.0490883250813159;1.3005787640693836
4148;62.0;Non-Refrigerated Warehouse;3.06;439065.9063;1.0;1.0;Warehouse;-122.32498000000001;47.553740000000005;NonResidential;2016;2;GREATER DUWAMISH;1977;22320;-1.560731105896002;-1.6785423255555103
4149;58.2;Manufacturing/Industrial Plant;348.22;10234721.0;1.0;1.0;Other;-122.32472;47.55297;NonResidential;2016;2;GREATER DUWAMISH;1976;47105;1.340799838232699;1.5304759978082327
4150;69.0;Office;10.26;1471914.25;2.0;1.0;Small- and Mid-Sized Office;-122.32616000000002;47.55316;NonResidential;2016;2;GREATER DUWAMISH;1982;40029;-0.24663838405611188;-0.7623235747104431
4151;67.0;Office;8.85;1269367.5;2.0;1.0;Small- and Mid-Sized Office;-122.32518;47.55196;NonResidential;2016;2;GREATER DUWAMISH;1970;28304;-0.3923849841377029;-0.8704530794684983
4152;68.0;Other - Recreation;3.16;452612.5;1.0;1.0;Other;-122.32458999999999;47.55168;NonResidential;2016;2;GREATER DUWAMISH;1970;26400;-1.5240613874176536;-1.6532454810864692
4153;22.8;Non-Refrigerated Warehouse;64.81;1778431.75;1.0;1.0;Warehouse;-122.32382;47.55049;NonResidential;2016;2;GREATER DUWAMISH;1968;27680;-0.06602332951084311;0.5020750787586111
4154;39.2;Office;45.79;1787119.0;2.0;1.0;Small- and Mid-Sized Office;-122.32635;47.55145;NonResidential;2016;2;GREATER DUWAMISH;1969;25872;-0.06145230182338498;0.2752138032508105
4155;41.0;Office;81.96;2399353.5;2.0;1.0;Small- and Mid-Sized Office;-122.32576;47.55127;NonResidential;2016;2;GREATER DUWAMISH;1969;25872;0.2075068096703759;0.6525131108232775
4156;65.0;Non-Refrigerated Warehouse;1.55;222600.0938;1.0;1.0;Warehouse;-122.32576;47.55127;NonResidential;2016;2;GREATER DUWAMISH;1969;20500;-2.4356061855672144;-2.2261806965962667
4157;95.0;Office;3.73;534703.6875;2.0;1.0;Small- and Mid-Sized Office;-122.34682;47.6557;NonResidential;2016;4;LAKE UNION;1958;21436;-1.3264845774040042;-1.5236246015629082
4158;81.0;Office;18.16;630250.125;1.0;1.0;Mixed Use Property;-122.3218;47.65205;NonResidential;2016;3;NORTHEAST;1998;20233;-1.1373770301636394;-0.3543316906536396
4159;86.0;Multifamily Housing;3.54;508014.5938;4.0;1.0;Low-Rise Multifamily;-122.35298999999999;47.65299;Multifamily LR (1-4);2016;6;LAKE UNION;1988;22448;-1.3865440830327214;-1.564338095882458
4160;72.0;Office;14.49;1010967.688;4.0;1.0;Small- and Mid-Sized Office;-122.351;47.65178;NonResidential;2016;6;LAKE UNION;2006;39926;-0.6242521986569065;-0.5138446278270099
4161;72.0;Multifamily Housing;10.74;1275236.125;4.0;1.0;Low-Rise Multifamily;-122.3469;47.65303;Multifamily LR (1-4);2016;4;LAKE UNION;1994;62681;-0.38778455199228135;-0.7290913966292796
4162;86.4;Multifamily Housing;62.83;3629065.75;7.0;1.0;Mid-Rise Multifamily;-122.34637;47.649429999999995;Multifamily MR (5-9);2016;4;LAKE UNION;1990;130983;0.5617681159098793;0.4820209090656562
4163;94.0;Office;28.09;1126157.25;3.0;1.0;Small- and Mid-Sized Office;-122.34608999999999;47.64904;NonResidential;2016;4;LAKE UNION;1985;31417;-0.5131351439996938;-0.05269409001699929
4164;54.0;Multifamily Housing;264.43;6458021.5;8.0;1.0;Mid-Rise Multifamily;-122.34075;47.61094;Multifamily MR (5-9);2016;7;DOWNTOWN;1909;55882;1.0128623078473877;1.3697180543571401
4165;83.0;Self-Storage Facility;4.95;710275.375;6.0;1.0;Self-Storage Facility;-122.3404;47.61179;NonResidential;2016;7;DOWNTOWN;1928;46580;-1.0033838568765219;-1.3056444546584705
4166;67.0;Multifamily Housing;312.13;8575114.0;14.0;1.0;High-Rise Multifamily;-122.34043999999999;47.61117;Multifamily HR (10+);2016;7;DOWNTOWN;1907;148219;1.218033185946292;1.466919249653451
4167;5.0;Retail Store;3.34;478690.0938;2.0;1.0;Retail Store;-122.34011000000001;47.61165;NonResidential;2016;7;DOWNTOWN;1916;25920;-1.4569904736191266;-1.6097891206514794
4168;72.0;Multifamily Housing;60.29;3752132.25;6.0;1.0;Mid-Rise Multifamily;-122.34239;47.61246;Multifamily MR (5-9);2016;7;DOWNTOWN;1999;139650;0.5891772769437722;0.4552859789329542
4169;93.0;Retail Store;13.71;1011667.5;2.0;1.0;Retail Store;-122.34143999999999;47.612359999999995;NonResidential;2016;7;DOWNTOWN;1919;25920;-0.6235326435694923;-0.5532990478292256
4170;98.0;Multifamily Housing;27.93;1046995.188;5.0;1.0;Mid-Rise Multifamily;-122.34393999999999;47.61334;Multifamily MR (5-9);2016;7;DOWNTOWN;1918;32760;-0.5879538056889052;-0.05658922481266729
4171;1.0;Multifamily Housing;221.1;6503353.5;6.0;1.0;Mid-Rise Multifamily;-122.34312;47.61351;Multifamily MR (5-9);2016;7;DOWNTOWN;2007;96980;1.0180521002151504;1.2636456058122267
4172;75.0;Office;46.48;1793851.375;2.0;1.0;Small- and Mid-Sized Office;-122.34324;47.612970000000004;NonResidential;2016;7;DOWNTOWN;1919;25920;-0.05792790583128612;0.28508680926792307
4173;93.0;Multifamily Housing;82.38;1933021.625;5.0;1.0;Mid-Rise Multifamily;-122.34106000000001;47.613279999999996;Multifamily MR (5-9);2016;7;DOWNTOWN;1915;32460;0.011610831968696653;0.655762920607506
4174;95.0;Multifamily Housing;195.71;4933374.5;10.0;1.0;High-Rise Multifamily;-122.32983999999999;47.6115;Multifamily HR (10+);2016;7;EAST;1922;90920;0.807960031558242;1.190635372345026
4175;71.0;Senior Care Community;1216.05;35685224.0;19.0;1.0;Senior Care Community;-122.32932;47.61088;Multifamily HR (10+);2016;7;EAST;1954;756740;2.1037396843882594;2.22565325654364
4176;92.0;Office;149.91;2478960.0;4.0;1.0;Small- and Mid-Sized Office;-122.32766000000001;47.61098;NonResidential;2016;3;EAST;1925;39760;0.23642988848052335;1.0290356545379429
4177;59.6;Other;94.85;2823184.0;3.0;1.0;Other;-122.32721000000001;47.611090000000004;NonResidential;2016;3;EAST;1920;30971;0.3499619231798352;0.7449572914844443
4178;1.0;Office;148.55;3767135.0;3.0;1.0;Small- and Mid-Sized Office;-122.32741000000001;47.61063;NonResidential;2016;3;EAST;1946;22667;0.592445895853584;1.023461797720655
4179;28.0;Multifamily Housing;188.58;4571746.5;5.0;1.0;Mid-Rise Multifamily;-122.32688999999999;47.61075;Multifamily MR (5-9);2016;3;EAST;1925;52620;0.7481951311472006;1.1683075263591898
4180;54.8;Non-Refrigerated Warehouse;60.88;2227638.25;2.0;1.0;Warehouse;-122.34913;47.64965;NonResidential;2016;6;LAKE UNION;1927;33840;0.14106249939034124;0.4616016240339653
4181;71.0;Multifamily Housing;110.17;4193371.0;3.0;5.0;Mixed Use Property;-122.34958999999999;47.6502;NonResidential;2016;6;LAKE UNION;2001;41827;0.6793645176346628;0.8388125285431484
